OrderNumber,OrderDate,ProductId,StoreId,CustomerId,Channel,Quantity,UnitPrice,DiscountAmount
SO-100301,2026-05-16,P-0026,S-006,C-00139,Online,5,7.84,0.0
SO-100301,2026-05-16,P-0004,S-006,C-00139,Online,2,114.76,0.0
SO-100301,2026-05-16,P-0009,S-006,C-00139,Online,5,269.72,0.0
SO-100302,2026-04-13,P-0018,S-012,C-00093,Store,1,176.73,0.0
SO-100302,2026-04-13,P-0001,S-012,C-00093,Store,1,93.17,0.0
SO-100302,2026-04-13,P-0022,S-012,C-00093,Store,5,391.3,272.32
SO-100303,2026-01-26,P-0001,S-005,C-00099,Online,5,93.17,110.73
SO-100304,2026-05-18,P-0023,S-004,C-00487,Online,1,109.7,18.75
SO-100305,2026-03-07,P-0029,S-011,C-00290,Online,2,144.95,41.57
SO-100305,2026-03-07,P-0004,S-011,C-00290,Online,1,114.76,0.0
SO-100306,2026-02-09,P-0009,S-012,C-00463,Online,1,269.72,16.85
SO-100306,2026-02-09,P-0006,S-012,C-00463,Online,4,389.38,0.0
SO-100306,2026-02-09,P-0025,S-012,C-00463,Online,1,102.92,21.88
SO-100307,2026-01-15,P-0020,S-008,C-00476,Store,2,241.58,0.0
SO-100307,2026-01-15,P-0013,S-008,C-00476,Store,1,299.27,60.97
SO-100308,2026-01-25,P-0023,S-002,C-00468,Online,1,109.7,21.45
SO-100308,2026-01-25,P-0009,S-002,C-00468,Online,4,269.72,161.34
SO-100308,2026-01-25,P-0004,S-002,C-00468,Online,1,114.76,0.0
SO-100308,2026-01-25,P-0002,S-002,C-00468,Online,4,42.01,31.93
SO-100309,2026-03-11,P-0016,S-009,C-00363,Store,1,240.38,0.0
SO-100309,2026-03-11,P-0014,S-009,C-00363,Store,1,398.94,0.0
SO-100309,2026-03-11,P-0013,S-009,C-00363,Store,4,299.27,188.01
SO-100309,2026-03-11,P-0028,S-009,C-00363,Store,3,100.98,0.0
SO-100310,2026-02-16,P-0012,S-011,C-00491,Store,5,88.99,0.0
SO-100311,2026-02-26,P-0021,S-008,C-00390,Store,5,100.14,63.51
SO-100311,2026-02-26,P-0007,S-008,C-00390,Store,2,283.31,72.54
SO-100311,2026-02-26,P-0006,S-008,C-00390,Store,1,389.38,0.0
SO-100312,2026-03-02,P-0005,S-011,C-00225,Store,2,146.8,73.19
SO-100312,2026-03-02,P-0002,S-011,C-00225,Store,2,42.01,0.0
SO-100313,2025-12-17,P-0018,S-011,C-00158,Online,1,176.73,10.82
SO-100313,2025-12-17,P-0027,S-011,C-00158,Online,1,32.99,0.0
SO-100313,2025-12-17,P-0026,S-011,C-00158,Online,2,7.84,0.0
SO-100313,2025-12-17,P-0015,S-011,C-00158,Online,5,252.84,0.0
SO-100314,2026-05-23,P-0030,S-009,C-00077,Online,1,28.94,0.0
SO-100314,2026-05-23,P-0003,S-009,C-00077,Online,4,92.07,0.0
SO-100315,2026-03-31,P-0023,S-010,C-00024,Online,2,109.7,38.73
SO-100315,2026-03-31,P-0021,S-010,C-00024,Online,3,100.14,0.0
SO-100316,2025-12-25,P-0027,S-003,C-00428,Store,1,32.99,5.58
SO-100317,2026-05-07,P-0026,S-004,C-00219,Store,4,7.84,0.0
SO-100317,2026-05-07,P-0027,S-004,C-00219,Store,5,32.99,0.0
SO-100317,2026-05-07,P-0024,S-004,C-00219,Store,3,286.61,0.0
SO-100318,2026-01-24,P-0003,S-010,C-00089,Online,2,92.07,0.0
SO-100318,2026-01-24,P-0004,S-010,C-00089,Online,2,114.76,0.0
SO-100318,2026-01-24,P-0009,S-010,C-00089,Online,5,269.72,133.15
SO-100319,2026-04-28,P-0025,S-002,C-00406,Store,4,102.92,21.18
SO-100319,2026-04-28,P-0006,S-002,C-00406,Store,1,389.38,0.0
SO-100319,2026-04-28,P-0001,S-002,C-00406,Store,5,93.17,0.0
SO-100319,2026-04-28,P-0029,S-002,C-00406,Store,4,144.95,0.0
SO-100320,2026-04-01,P-0017,S-004,C-00074,Online,2,274.28,0.0
SO-100320,2026-04-01,P-0015,S-004,C-00074,Online,5,252.84,0.0
SO-100320,2026-04-01,P-0014,S-004,C-00074,Online,5,398.94,299.16
SO-100321,2025-12-23,P-0001,S-005,C-00179,Online,1,93.17,0.0
SO-100321,2025-12-23,P-0018,S-005,C-00179,Online,1,176.73,0.0
SO-100321,2025-12-23,P-0008,S-005,C-00179,Online,5,155.15,0.0
SO-100321,2025-12-23,P-0007,S-005,C-00179,Online,4,283.31,0.0
SO-100322,2026-05-18,P-0026,S-001,C-00100,Store,2,7.84,0.0
SO-100323,2026-04-01,P-0002,S-003,C-00344,Store,3,42.01,17.26
SO-100324,2026-02-24,P-0024,S-008,C-00023,Online,1,286.61,0.0
SO-100325,2026-01-15,P-0003,S-001,C-00249,Store,2,92.07,0.0
SO-100326,2026-05-01,P-0008,S-007,C-00102,Store,3,155.15,45.35
SO-100326,2026-05-01,P-0025,S-007,C-00102,Store,4,102.92,0.0
SO-100326,2026-05-01,P-0004,S-007,C-00102,Store,4,114.76,0.0
SO-100327,2025-12-19,P-0005,S-008,C-00028,Store,4,146.8,73.22
SO-100327,2025-12-19,P-0007,S-008,C-00028,Store,4,283.31,0.0
SO-100327,2025-12-19,P-0030,S-008,C-00028,Store,3,28.94,0.0
SO-100327,2025-12-19,P-0020,S-008,C-00028,Store,2,241.58,0.0
SO-100328,2025-12-09,P-0004,S-001,C-00144,Online,4,114.76,0.0
SO-100328,2025-12-09,P-0028,S-001,C-00144,Online,2,100.98,0.0
SO-100329,2026-01-26,P-0019,S-010,C-00081,Online,2,348.85,154.47
SO-100329,2026-01-26,P-0018,S-010,C-00081,Online,4,176.73,0.0
SO-100330,2026-01-25,P-0024,S-008,C-00143,Store,4,286.61,0.0
SO-100331,2026-02-02,P-0029,S-007,C-00297,Store,5,144.95,0.0
SO-100331,2026-02-02,P-0030,S-007,C-00297,Store,5,28.94,0.0
SO-100332,2026-03-17,P-0014,S-001,C-00241,Online,5,398.94,0.0
SO-100333,2026-05-28,P-0003,S-008,C-00254,Online,1,92.07,0.0
SO-100333,2026-05-28,P-0018,S-008,C-00254,Online,4,176.73,0.0
SO-100334,2026-01-03,P-0001,S-004,C-00332,Store,4,93.17,0.0
SO-100335,2026-01-11,P-0015,S-010,C-00383,Online,4,252.84,0.0
SO-100336,2026-05-30,P-0023,S-006,C-00321,Store,1,109.7,0.0
SO-100336,2026-05-30,P-0021,S-006,C-00321,Store,3,100.14,0.0
SO-100336,2026-05-30,P-0001,S-006,C-00321,Store,3,93.17,0.0
SO-100336,2026-05-30,P-0028,S-006,C-00321,Store,3,100.98,0.0
SO-100337,2026-05-06,P-0020,S-004,C-00404,Store,3,241.58,0.0
SO-100338,2025-12-15,P-0004,S-011,C-00187,Store,4,114.76,0.0
SO-100339,2026-05-08,P-0018,S-006,C-00090,Store,2,176.73,41.35
SO-100340,2026-04-18,P-0025,S-008,C-00378,Store,2,102.92,0.0
SO-100340,2026-04-18,P-0024,S-008,C-00378,Store,3,286.61,0.0
SO-100341,2026-03-19,P-0015,S-002,C-00191,Store,5,252.84,0.0
SO-100341,2026-03-19,P-0016,S-002,C-00191,Store,4,240.38,0.0
SO-100341,2026-03-19,P-0017,S-002,C-00191,Store,5,274.28,0.0
SO-100342,2026-03-26,P-0007,S-011,C-00485,Online,4,283.31,145.21
SO-100343,2026-01-15,P-0009,S-002,C-00056,Store,2,269.72,0.0
SO-100343,2026-01-15,P-0004,S-002,C-00056,Store,2,114.76,0.0
SO-100344,2026-05-10,P-0016,S-007,C-00497,Store,4,240.38,0.0
SO-100344,2026-05-10,P-0012,S-007,C-00497,Store,1,88.99,5.57
SO-100345,2026-01-29,P-0014,S-009,C-00331,Online,3,398.94,0.0
SO-100345,2026-01-29,P-0019,S-009,C-00331,Online,5,348.85,0.0
SO-100345,2026-01-29,P-0011,S-009,C-00331,Online,4,329.61,0.0
SO-100346,2026-04-25,P-0008,S-005,C-00088,Store,3,155.15,0.0
SO-100346,2026-04-25,P-0016,S-005,C-00088,Store,1,240.38,25.69
SO-100346,2026-04-25,P-0012,S-005,C-00088,Store,2,88.99,0.0
SO-100347,2026-01-11,P-0027,S-005,C-00094,Online,2,32.99,4.84
SO-100347,2026-01-11,P-0023,S-005,C-00094,Online,3,109.7,0.0
SO-100348,2026-03-23,P-0022,S-003,C-00106,Store,3,391.3,0.0
SO-100349,2026-01-07,P-0018,S-009,C-00500,Store,1,176.73,0.0
SO-100349,2026-01-07,P-0010,S-009,C-00500,Store,4,69.54,0.0
SO-100350,2026-01-07,P-0024,S-006,C-00080,Online,5,286.61,0.0
SO-100351,2026-02-23,P-0025,S-005,C-00243,Online,2,102.92,0.0
SO-100351,2026-02-23,P-0019,S-005,C-00243,Online,4,348.85,0.0
SO-100351,2026-02-23,P-0022,S-005,C-00243,Online,1,391.3,0.0
SO-100352,2025-12-11,P-0001,S-009,C-00060,Store,2,93.17,0.0
SO-100352,2025-12-11,P-0013,S-009,C-00060,Store,1,299.27,0.0
SO-100352,2025-12-11,P-0020,S-009,C-00060,Store,5,241.58,0.0
SO-100353,2026-04-29,P-0003,S-005,C-00101,Store,5,92.07,0.0
SO-100354,2026-05-23,P-0007,S-002,C-00500,Online,5,283.31,0.0
SO-100354,2026-05-23,P-0016,S-002,C-00500,Online,1,240.38,0.0
SO-100354,2026-05-23,P-0011,S-002,C-00500,Online,3,329.61,0.0
SO-100354,2026-05-23,P-0020,S-002,C-00500,Online,4,241.58,0.0
SO-100355,2026-03-06,P-0015,S-006,C-00180,Store,1,252.84,57.54
SO-100355,2026-03-06,P-0028,S-006,C-00180,Store,4,100.98,0.0
SO-100355,2026-03-06,P-0018,S-006,C-00180,Store,3,176.73,103.71
SO-100356,2026-03-19,P-0005,S-007,C-00072,Online,2,146.8,0.0
SO-100357,2026-04-14,P-0003,S-002,C-00478,Online,3,92.07,0.0
SO-100357,2026-04-14,P-0001,S-002,C-00478,Online,5,93.17,0.0
SO-100357,2026-04-14,P-0014,S-002,C-00478,Online,5,398.94,0.0
SO-100357,2026-04-14,P-0021,S-002,C-00478,Online,2,100.14,43.35
SO-100358,2026-02-13,P-0027,S-001,C-00422,Store,4,32.99,0.0
SO-100358,2026-02-13,P-0019,S-001,C-00422,Store,4,348.85,290.58
SO-100358,2026-02-13,P-0010,S-001,C-00422,Store,2,69.54,33.55
SO-100359,2026-05-12,P-0014,S-011,C-00341,Store,2,398.94,161.92
SO-100359,2026-05-12,P-0006,S-011,C-00341,Store,4,389.38,0.0
SO-100359,2026-05-12,P-0016,S-011,C-00341,Store,1,240.38,0.0
SO-100360,2026-03-03,P-0021,S-010,C-00224,Store,1,100.14,0.0
SO-100360,2026-03-03,P-0022,S-010,C-00224,Store,5,391.3,199.38
SO-100360,2026-03-03,P-0016,S-010,C-00224,Store,5,240.38,136.94
SO-100361,2026-05-27,P-0012,S-003,C-00028,Store,3,88.99,28.92
SO-100361,2026-05-27,P-0014,S-003,C-00028,Store,1,398.94,0.0
SO-100361,2026-05-27,P-0021,S-003,C-00028,Store,2,100.14,0.0
SO-100362,2026-05-03,P-0027,S-009,C-00166,Online,3,32.99,18.76
SO-100362,2026-05-03,P-0028,S-009,C-00166,Online,3,100.98,50.29
SO-100362,2026-05-03,P-0022,S-009,C-00166,Online,2,391.3,120.23
SO-100363,2026-03-06,P-0004,S-007,C-00175,Online,2,114.76,0.0
SO-100363,2026-03-06,P-0007,S-007,C-00175,Online,2,283.31,0.0
SO-100364,2026-04-23,P-0014,S-009,C-00434,Online,4,398.94,0.0
SO-100365,2025-12-30,P-0010,S-001,C-00246,Online,2,69.54,0.0
SO-100365,2025-12-30,P-0023,S-001,C-00246,Online,5,109.7,0.0
SO-100365,2025-12-30,P-0012,S-001,C-00246,Online,3,88.99,29.62
SO-100366,2025-12-31,P-0010,S-012,C-00073,Store,2,69.54,9.14
SO-100366,2025-12-31,P-0005,S-012,C-00073,Store,1,146.8,30.08
SO-100367,2026-03-21,P-0016,S-002,C-00017,Store,1,240.38,0.0
SO-100368,2025-12-12,P-0026,S-011,C-00006,Store,1,7.84,0.0
SO-100369,2026-01-22,P-0001,S-004,C-00095,Store,3,93.17,0.0
SO-100369,2026-01-22,P-0003,S-004,C-00095,Store,3,92.07,0.0
SO-100369,2026-01-22,P-0005,S-004,C-00095,Store,5,146.8,0.0
SO-100370,2026-05-06,P-0027,S-010,C-00035,Store,5,32.99,0.0
SO-100371,2026-04-15,P-0006,S-004,C-00494,Store,5,389.38,379.78
SO-100371,2026-04-15,P-0029,S-004,C-00494,Store,2,144.95,0.0
SO-100371,2026-04-15,P-0025,S-004,C-00494,Store,4,102.92,0.0
SO-100372,2026-04-30,P-0006,S-011,C-00491,Store,3,389.38,0.0
SO-100373,2026-03-19,P-0025,S-004,C-00209,Store,3,102.92,22.25
SO-100374,2026-01-04,P-0018,S-006,C-00361,Store,1,176.73,0.0
SO-100374,2026-01-04,P-0024,S-006,C-00361,Store,1,286.61,0.0
SO-100374,2026-01-04,P-0002,S-006,C-00361,Store,4,42.01,0.0
SO-100375,2026-02-18,P-0010,S-008,C-00116,Online,1,69.54,0.0
SO-100375,2026-02-18,P-0028,S-008,C-00116,Online,4,100.98,0.0
SO-100375,2026-02-18,P-0014,S-008,C-00116,Online,3,398.94,298.9
SO-100375,2026-02-18,P-0007,S-008,C-00116,Online,4,283.31,0.0
SO-100376,2026-03-12,P-0004,S-011,C-00347,Store,2,114.76,0.0
SO-100377,2026-05-27,P-0003,S-002,C-00380,Store,2,92.07,0.0
SO-100377,2026-05-27,P-0012,S-002,C-00380,Store,5,88.99,0.0
SO-100378,2026-03-14,P-0009,S-007,C-00372,Store,5,269.72,280.37
SO-100378,2026-03-14,P-0025,S-007,C-00372,Store,4,102.92,0.0
SO-100378,2026-03-14,P-0023,S-007,C-00372,Store,5,109.7,0.0
SO-100378,2026-03-14,P-0019,S-007,C-00372,Store,4,348.85,0.0
SO-100379,2026-01-07,P-0016,S-002,C-00063,Online,2,240.38,94.98
SO-100379,2026-01-07,P-0008,S-002,C-00063,Online,1,155.15,0.0
SO-100379,2026-01-07,P-0021,S-002,C-00063,Online,1,100.14,0.0
SO-100380,2026-03-08,P-0020,S-006,C-00079,Online,1,241.58,0.0
SO-100380,2026-03-08,P-0004,S-006,C-00079,Online,5,114.76,0.0
SO-100380,2026-03-08,P-0025,S-006,C-00079,Online,4,102.92,75.1
SO-100381,2026-04-05,P-0025,S-009,C-00176,Store,1,102.92,0.0
SO-100382,2025-12-31,P-0015,S-006,C-00437,Store,3,252.84,0.0
SO-100382,2025-12-31,P-0002,S-006,C-00437,Store,2,42.01,0.0
SO-100382,2025-12-31,P-0006,S-006,C-00437,Store,2,389.38,0.0
SO-100382,2025-12-31,P-0018,S-006,C-00437,Store,4,176.73,0.0
SO-100383,2025-12-29,P-0016,S-008,C-00338,Store,5,240.38,123.41
SO-100383,2025-12-29,P-0018,S-008,C-00338,Store,5,176.73,0.0
SO-100383,2025-12-29,P-0028,S-008,C-00338,Store,5,100.98,0.0
SO-100383,2025-12-29,P-0006,S-008,C-00338,Store,3,389.38,0.0
SO-100384,2025-12-08,P-0012,S-003,C-00429,Store,5,88.99,101.57
SO-100384,2025-12-08,P-0026,S-003,C-00429,Store,3,7.84,0.0
SO-100384,2025-12-08,P-0024,S-003,C-00429,Store,4,286.61,0.0
SO-100385,2026-03-02,P-0008,S-001,C-00339,Store,3,155.15,0.0
SO-100385,2026-03-02,P-0021,S-001,C-00339,Store,1,100.14,0.0
SO-100386,2025-12-30,P-0002,S-001,C-00276,Store,4,42.01,0.0
SO-100386,2025-12-30,P-0015,S-001,C-00276,Store,4,252.84,191.34
SO-100386,2025-12-30,P-0022,S-001,C-00276,Store,5,391.3,221.68
SO-100387,2026-04-26,P-0004,S-010,C-00051,Store,3,114.76,0.0
SO-100387,2026-04-26,P-0023,S-010,C-00051,Store,3,109.7,36.17
SO-100387,2026-04-26,P-0022,S-010,C-00051,Store,4,391.3,277.18
SO-100387,2026-04-26,P-0007,S-010,C-00051,Store,1,283.31,0.0
SO-100388,2026-04-17,P-0019,S-005,C-00025,Store,2,348.85,0.0
SO-100388,2026-04-17,P-0013,S-005,C-00025,Store,1,299.27,0.0
SO-100388,2026-04-17,P-0026,S-005,C-00025,Store,5,7.84,4.6
SO-100389,2025-12-18,P-0007,S-009,C-00244,Store,3,283.31,0.0
SO-100389,2025-12-18,P-0012,S-009,C-00244,Store,3,88.99,0.0
SO-100389,2025-12-18,P-0026,S-009,C-00244,Store,5,7.84,0.0
SO-100389,2025-12-18,P-0003,S-009,C-00244,Store,4,92.07,0.0
SO-100390,2026-05-09,P-0029,S-011,C-00391,Store,5,144.95,0.0
SO-100390,2026-05-09,P-0001,S-011,C-00391,Store,5,93.17,0.0
SO-100391,2026-05-19,P-0009,S-012,C-00481,Online,5,269.72,0.0
SO-100391,2026-05-19,P-0030,S-012,C-00481,Online,4,28.94,0.0
SO-100391,2026-05-19,P-0021,S-012,C-00481,Online,1,100.14,0.0
SO-100391,2026-05-19,P-0018,S-012,C-00481,Online,3,176.73,0.0
SO-100392,2026-01-31,P-0028,S-011,C-00392,Store,1,100.98,0.0
SO-100392,2026-01-31,P-0014,S-011,C-00392,Store,4,398.94,171.4
SO-100392,2026-01-31,P-0011,S-011,C-00392,Store,2,329.61,112.23
SO-100393,2026-03-14,P-0008,S-003,C-00099,Store,3,155.15,0.0
SO-100394,2026-04-23,P-0007,S-007,C-00332,Online,2,283.31,31.63
SO-100395,2026-02-10,P-0024,S-003,C-00330,Online,4,286.61,0.0
SO-100396,2025-12-15,P-0028,S-002,C-00161,Online,4,100.98,0.0
SO-100396,2025-12-15,P-0003,S-002,C-00161,Online,1,92.07,0.0
SO-100396,2025-12-15,P-0029,S-002,C-00161,Online,2,144.95,47.6
SO-100397,2026-04-08,P-0016,S-009,C-00341,Online,2,240.38,0.0
SO-100397,2026-04-08,P-0029,S-009,C-00341,Online,3,144.95,0.0
SO-100397,2026-04-08,P-0003,S-009,C-00341,Online,5,92.07,0.0
SO-100398,2026-01-30,P-0006,S-004,C-00074,Online,2,389.38,0.0
SO-100399,2026-03-23,P-0018,S-010,C-00029,Store,3,176.73,0.0
SO-100399,2026-03-23,P-0012,S-010,C-00029,Store,4,88.99,0.0
SO-100399,2026-03-23,P-0023,S-010,C-00029,Store,3,109.7,0.0
SO-100399,2026-03-23,P-0004,S-010,C-00029,Store,2,114.76,0.0
SO-100400,2026-03-05,P-0027,S-001,C-00331,Online,1,32.99,0.0
SO-100401,2026-05-21,P-0021,S-009,C-00197,Store,1,100.14,0.0
SO-100401,2026-05-21,P-0023,S-009,C-00197,Store,2,109.7,0.0
SO-100401,2026-05-21,P-0012,S-009,C-00197,Store,4,88.99,86.2
SO-100402,2026-02-04,P-0028,S-004,C-00153,Store,2,100.98,0.0
SO-100402,2026-02-04,P-0029,S-004,C-00153,Store,3,144.95,0.0
SO-100403,2026-05-14,P-0027,S-001,C-00141,Store,4,32.99,0.0
SO-100404,2026-03-16,P-0029,S-006,C-00368,Online,2,144.95,0.0
SO-100404,2026-03-16,P-0030,S-006,C-00368,Online,5,28.94,19.41
SO-100404,2026-03-16,P-0027,S-006,C-00368,Online,5,32.99,0.0
SO-100404,2026-03-16,P-0004,S-006,C-00368,Online,4,114.76,0.0
SO-100405,2025-12-14,P-0026,S-003,C-00323,Online,4,7.84,3.48
SO-100405,2025-12-14,P-0021,S-003,C-00323,Online,5,100.14,40.84
SO-100405,2025-12-14,P-0005,S-003,C-00323,Online,5,146.8,0.0
SO-100405,2025-12-14,P-0001,S-003,C-00323,Online,2,93.17,0.0
SO-100406,2026-05-25,P-0028,S-006,C-00232,Store,2,100.98,0.0
SO-100406,2026-05-25,P-0024,S-006,C-00232,Store,3,286.61,0.0
SO-100406,2026-05-25,P-0005,S-006,C-00232,Store,2,146.8,36.27
SO-100406,2026-05-25,P-0009,S-006,C-00232,Store,4,269.72,0.0
SO-100407,2026-04-26,P-0030,S-001,C-00473,Store,4,28.94,22.02
SO-100407,2026-04-26,P-0003,S-001,C-00473,Store,2,92.07,31.97
SO-100408,2026-05-03,P-0006,S-002,C-00491,Store,1,389.38,0.0
SO-100408,2026-05-03,P-0019,S-002,C-00491,Store,4,348.85,0.0
SO-100408,2026-05-03,P-0004,S-002,C-00491,Store,4,114.76,0.0
SO-100409,2026-04-06,P-0028,S-012,C-00105,Store,3,100.98,45.09
SO-100409,2026-04-06,P-0027,S-012,C-00105,Store,2,32.99,0.0
SO-100410,2026-01-22,P-0014,S-005,C-00373,Online,4,398.94,0.0
SO-100410,2026-01-22,P-0006,S-005,C-00373,Online,1,389.38,39.86
SO-100411,2026-05-08,P-0003,S-004,C-00190,Store,3,92.07,0.0
SO-100411,2026-05-08,P-0001,S-004,C-00190,Store,4,93.17,0.0
SO-100411,2026-05-08,P-0016,S-004,C-00190,Store,4,240.38,0.0
SO-100411,2026-05-08,P-0005,S-004,C-00190,Store,5,146.8,50.69
SO-100412,2025-12-16,P-0020,S-004,C-00242,Store,5,241.58,0.0
SO-100412,2025-12-16,P-0022,S-004,C-00242,Store,1,391.3,59.05
SO-100412,2025-12-16,P-0026,S-004,C-00242,Store,4,7.84,0.0
SO-100413,2026-03-12,P-0019,S-003,C-00496,Online,2,348.85,105.18
SO-100414,2026-02-25,P-0023,S-003,C-00046,Online,2,109.7,24.72
SO-100414,2026-02-25,P-0017,S-003,C-00046,Online,2,274.28,0.0
SO-100414,2026-02-25,P-0014,S-003,C-00046,Online,3,398.94,0.0
SO-100415,2026-03-21,P-0017,S-005,C-00314,Store,2,274.28,0.0
SO-100415,2026-03-21,P-0011,S-005,C-00314,Store,4,329.61,0.0
SO-100415,2026-03-21,P-0014,S-005,C-00314,Store,2,398.94,0.0
SO-100416,2026-05-18,P-0005,S-008,C-00028,Online,2,146.8,42.29
SO-100416,2026-05-18,P-0002,S-008,C-00028,Online,2,42.01,0.0
SO-100417,2026-03-22,P-0012,S-008,C-00021,Store,4,88.99,0.0
SO-100417,2026-03-22,P-0023,S-008,C-00021,Store,2,109.7,15.08
SO-100417,2026-03-22,P-0018,S-008,C-00021,Store,3,176.73,44.36
SO-100417,2026-03-22,P-0016,S-008,C-00021,Store,5,240.38,0.0
SO-100418,2026-04-24,P-0017,S-010,C-00109,Online,5,274.28,321.02
SO-100419,2026-02-02,P-0001,S-011,C-00049,Online,1,93.17,0.0
SO-100419,2026-02-02,P-0010,S-011,C-00049,Online,5,69.54,0.0
SO-100419,2026-02-02,P-0022,S-011,C-00049,Online,1,391.3,0.0
SO-100420,2026-01-09,P-0015,S-008,C-00426,Store,1,252.84,0.0
SO-100420,2026-01-09,P-0021,S-008,C-00426,Store,1,100.14,0.0
SO-100420,2026-01-09,P-0009,S-008,C-00426,Store,4,269.72,0.0
SO-100420,2026-01-09,P-0020,S-008,C-00426,Store,5,241.58,268.95
SO-100421,2026-05-14,P-0018,S-001,C-00381,Store,5,176.73,0.0
SO-100422,2026-03-13,P-0003,S-004,C-00495,Store,2,92.07,0.0
SO-100422,2026-03-13,P-0001,S-004,C-00495,Store,4,93.17,74.73
SO-100422,2026-03-13,P-0028,S-004,C-00495,Store,2,100.98,29.92
SO-100422,2026-03-13,P-0007,S-004,C-00495,Store,4,283.31,0.0
SO-100423,2026-02-18,P-0022,S-010,C-00068,Online,3,391.3,0.0
SO-100423,2026-02-18,P-0004,S-010,C-00068,Online,4,114.76,0.0
SO-100423,2026-02-18,P-0027,S-010,C-00068,Online,4,32.99,0.0
SO-100424,2026-04-24,P-0026,S-002,C-00388,Online,4,7.84,0.0
SO-100424,2026-04-24,P-0012,S-002,C-00388,Online,1,88.99,10.53
SO-100424,2026-04-24,P-0020,S-002,C-00388,Online,4,241.58,0.0
SO-100424,2026-04-24,P-0006,S-002,C-00388,Online,2,389.38,0.0
SO-100425,2026-04-14,P-0015,S-009,C-00043,Online,4,252.84,0.0
SO-100425,2026-04-14,P-0014,S-009,C-00043,Online,2,398.94,0.0
SO-100425,2026-04-14,P-0003,S-009,C-00043,Online,3,92.07,0.0
SO-100426,2026-04-13,P-0030,S-010,C-00025,Store,1,28.94,0.0
SO-100427,2026-04-10,P-0012,S-002,C-00238,Store,1,88.99,0.0
SO-100427,2026-04-10,P-0009,S-002,C-00238,Store,1,269.72,49.17
SO-100427,2026-04-10,P-0019,S-002,C-00238,Store,2,348.85,0.0
SO-100428,2026-03-11,P-0011,S-007,C-00449,Store,4,329.61,0.0
SO-100428,2026-03-11,P-0019,S-007,C-00449,Store,4,348.85,0.0
SO-100428,2026-03-11,P-0024,S-007,C-00449,Store,3,286.61,0.0
SO-100429,2026-01-17,P-0028,S-002,C-00383,Store,4,100.98,0.0
SO-100429,2026-01-17,P-0022,S-002,C-00383,Store,1,391.3,0.0
SO-100429,2026-01-17,P-0004,S-002,C-00383,Store,1,114.76,16.69
SO-100430,2026-05-27,P-0010,S-011,C-00495,Store,4,69.54,0.0
SO-100430,2026-05-27,P-0020,S-011,C-00495,Store,1,241.58,12.75
SO-100430,2026-05-27,P-0027,S-011,C-00495,Store,1,32.99,0.0
SO-100430,2026-05-27,P-0012,S-011,C-00495,Store,2,88.99,0.0
SO-100431,2026-01-23,P-0014,S-003,C-00333,Store,5,398.94,219.78
SO-100431,2026-01-23,P-0027,S-003,C-00333,Store,4,32.99,17.73
SO-100432,2025-12-30,P-0016,S-003,C-00379,Store,5,240.38,130.97
SO-100432,2025-12-30,P-0001,S-003,C-00379,Store,4,93.17,19.22
SO-100432,2025-12-30,P-0028,S-003,C-00379,Store,4,100.98,0.0
SO-100432,2025-12-30,P-0015,S-003,C-00379,Store,4,252.84,0.0
SO-100433,2026-05-02,P-0013,S-005,C-00019,Online,5,299.27,0.0
SO-100433,2026-05-02,P-0016,S-005,C-00019,Online,4,240.38,59.75
SO-100433,2026-05-02,P-0017,S-005,C-00019,Online,1,274.28,0.0
SO-100433,2026-05-02,P-0019,S-005,C-00019,Online,3,348.85,0.0
SO-100434,2026-02-07,P-0004,S-007,C-00456,Online,3,114.76,0.0
SO-100434,2026-02-07,P-0016,S-007,C-00456,Online,4,240.38,103.46
SO-100434,2026-02-07,P-0020,S-007,C-00456,Online,2,241.58,0.0
SO-100434,2026-02-07,P-0021,S-007,C-00456,Online,4,100.14,37.63
SO-100435,2026-05-25,P-0005,S-010,C-00437,Store,4,146.8,0.0
SO-100435,2026-05-25,P-0029,S-010,C-00437,Store,3,144.95,0.0
SO-100435,2026-05-25,P-0010,S-010,C-00437,Store,2,69.54,0.0
SO-100435,2026-05-25,P-0024,S-010,C-00437,Store,3,286.61,0.0
SO-100436,2025-12-23,P-0006,S-003,C-00089,Online,4,389.38,207.46
SO-100436,2025-12-23,P-0020,S-003,C-00089,Online,4,241.58,0.0
SO-100437,2026-01-23,P-0012,S-001,C-00184,Store,2,88.99,0.0
SO-100437,2026-01-23,P-0022,S-001,C-00184,Store,5,391.3,122.74
SO-100437,2026-01-23,P-0006,S-001,C-00184,Store,4,389.38,148.49
SO-100438,2026-04-23,P-0025,S-005,C-00175,Store,5,102.92,41.29
SO-100438,2026-04-23,P-0002,S-005,C-00175,Store,5,42.01,0.0
SO-100438,2026-04-23,P-0029,S-005,C-00175,Store,1,144.95,0.0
SO-100439,2026-03-23,P-0026,S-002,C-00500,Online,5,7.84,0.0
SO-100440,2025-12-27,P-0006,S-001,C-00260,Online,1,389.38,0.0
SO-100441,2026-03-03,P-0025,S-005,C-00363,Store,1,102.92,12.63
SO-100441,2026-03-03,P-0017,S-005,C-00363,Store,2,274.28,49.58
SO-100441,2026-03-03,P-0016,S-005,C-00363,Store,4,240.38,0.0
SO-100441,2026-03-03,P-0024,S-005,C-00363,Store,1,286.61,60.71
